Nov 05 2019	9413.00	9457.42	9256.93	9342.53	26198609048	168459778835
Nov 04 2019	9235.61	9505.05	9191.49	9412.61	26170255634	169706332936
Nov 03 2019	9324.79	9379.81	9141.25	9235.35	21132220847	166495319475
